t,x_original,xdot_original,xdot_pred
326.9333333,0.173756057,-2.64E-05,-2.54E-05
326.9666667,0.173703356,-2.64E-05,-2.54E-05
327,0.173650667,-2.63E-05,-2.54E-05
327.0333333,0.17359799,-2.63E-05,-2.54E-05
327.0666667,0.173545325,-2.63E-05,-2.54E-05
327.1,0.173492673,-2.63E-05,-2.54E-05
327.1333333,0.173440033,-2.63E-05,-2.54E-05
327.1666667,0.173387405,-2.63E-05,-2.54E-05
327.2,0.173334789,-2.63E-05,-2.54E-05
327.2333333,0.173282185,-2.63E-05,-2.54E-05
327.2666667,0.173229594,-2.63E-05,-2.54E-05
327.3,0.173177015,-2.63E-05,-2.54E-05
327.3333333,0.173124448,-2.63E-05,-2.54E-05
327.3666667,0.173071893,-2.63E-05,-2.54E-05
327.4,0.173019351,-2.63E-05,-2.53E-05
327.4333333,0.17296682,-2.63E-05,-2.53E-05
327.4666667,0.172914302,-2.63E-05,-2.53E-05
327.5,0.172861796,-2.63E-05,-2.53E-05
327.5333333,0.172809303,-2.62E-05,-2.53E-05
327.5666667,0.172756821,-2.62E-05,-2.53E-05
327.6,0.172704352,-2.62E-05,-2.53E-05
327.6333333,0.172651895,-2.62E-05,-2.53E-05
327.6666667,0.17259945,-2.62E-05,-2.53E-05
327.7,0.172547017,-2.62E-05,-2.53E-05
327.7333333,0.172494597,-2.62E-05,-2.53E-05
327.7666667,0.172442188,-2.62E-05,-2.53E-05
327.8,0.172389792,-2.62E-05,-2.53E-05
327.8333333,0.172337408,-2.62E-05,-2.53E-05
327.8666667,0.172285037,-2.62E-05,-2.53E-05
327.9,0.172232677,-2.62E-05,-2.53E-05
327.9333333,0.17218033,-2.62E-05,-2.53E-05
327.9666667,0.172127995,-2.62E-05,-2.52E-05
328,0.172075672,-2.62E-05,-2.52E-05
328.0333333,0.172023361,-2.62E-05,-2.52E-05
328.0666667,0.171971062,-2.61E-05,-2.52E-05
328.1,0.171918776,-2.61E-05,-2.52E-05
328.1333333,0.171866502,-2.61E-05,-2.52E-05
328.1666667,0.17181424,-2.61E-05,-2.52E-05
328.2,0.17176199,-2.61E-05,-2.52E-05
328.2333333,0.171709752,-2.61E-05,-2.52E-05
328.2666667,0.171657526,-2.61E-05,-2.52E-05
328.3,0.171605313,-2.61E-05,-2.52E-05
328.3333333,0.171553112,-2.61E-05,-2.52E-05
328.3666667,0.171500923,-2.61E-05,-2.52E-05
328.4,0.171448746,-2.61E-05,-2.52E-05
328.4333333,0.171396581,-2.61E-05,-2.52E-05
328.4666667,0.171344429,-2.61E-05,-2.52E-05
